Feature,Coefficient
upb,1.9002679776607403
approved_amount,-1.5956104951457246
fico_score,-0.7930314249254179
loan_term,-0.3657385851651894
ever_D30,0.24637283837994498
loan_age_months,0.1092804970849914
program_P3,0.09380389827665415
program_P2,0.03519935083628117
ever_D60,-0.023806932051968918
ever_D90,-0.0010730318449811574
